cik,companyName,stockSymbol,sector,industry,sic,sicCode
0000889329,CHAI NA TA CORP,cccff,"Agriculture, Forestry and Fishing",Agricultural Production Crops,AGRICULTURAL PRODUCTION-CROPS,100
0001517990,"Maxwell Resources, Inc.",maxe,Mining,"Metal, Mining",GOLD AND SILVER ORES,1040
0001375476,Power Resource Exploration Inc.,prexf,Mining,Oil And Gas Extraction,OIL & GAS FIELD EXPLORATION SERVICES,1382
0001406588,YATERRA VENTURES CORP.,mngg,Mining,"Metal, Mining",METAL MINING,1000
0001327926,Giant Resources Inc.,giref,Mining,Oil And Gas Extraction,DRILLING OIL & GAS WELLS,1381
0001301574,RUSH EXPLORATION INC.,rexef,Mining,"Metal, Mining",GOLD AND SILVER ORES,1040
0001508262,"Santa Fe Petroleum, Inc.",sfpi,Mining,Oil And Gas Extraction,OIL & GAS FIELD EXPLORATION SERVICES,1382
0001026980,ASIA PACIFIC WIRE & CABLE CORP LTD,apwc,Manufacturing,Primary Metal Industries,DRAWING & INSULATING OF NONFERROUS WIRE,3357
0001008595,CIMATRON LTD,cimt,Services,Business Services,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373
0001108332,ALVARION LTD,alvrq,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",TELEPHONE & TELEGRAPH APPARATUS,3661
0001534263,DINO ENERGY Corp,dino,Manufacturing,"Lumber And Wood Products, Except Furniture","MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",2430
0001114999,RADVIEW SOFTWARE LTD,rdvwf,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001027454,CHINA TECHNOLOGY DEVELOPMENT GROUP CORP,ebodf,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001065188,"Eagle Worldwide, Inc.",elwd,"Agriculture, Forestry and Fishing",Agricultural Production Crops,AGRICULTURAL PRODUCTION-CROPS,100
0001490412,Velti plc,veltf,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001489784,Lizhan Environmental Corp,lzenf,Manufacturing,Textile Mill Products,TEXTILE MILL PRODUCTS,2200
0001440770,"China Electronics Holdings, Inc.",cehd,Retail Trade,"Home Furniture, Furnishings, And Equipment Stores","RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",5700
0001046692,LJ INTERNATIONAL INC,jade,Manufacturing,Miscellaneous Manufacturing Industries,"JEWELRY, PRECIOUS METAL",3911
0000778165,"Rock Energy Resources, Inc.",rcke,Mining,"Metal, Mining",METAL MINING,1000
0001455768,Renewable Fuel Corp,rwfc,Manufacturing,Chemicals And Allied Products,INDUSTRIAL ORGANIC CHEMICALS,2860
0001413862,"RegalWorks Media, Inc.",rwmi,Manufacturing,Chemicals And Allied Products,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",2844
0001517709,UMAX GROUP CORP,umax,Wholesale Trade,Wholesale Trade-durable Goods,"WHOLESALE-DURABLE GOODS, NEC",5099
0001438392,"JETPADS, INC.",jpad,"Finance, Insurance, And Real Estate",Real Estate,REAL ESTATE OPERATORS (NO DEVELOPERS) & LESSORS,6510
0001467434,"Petron Energy II, Inc.",peii,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001535469,"NOHO, Inc.",drnk,Manufacturing,Chemicals And Allied Products,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833
0001498522,"EYES ON THE GO, INC.",axcg,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","COMMUNICATIONS EQUIPMENT, NEC",3669
0001370816,"FBC Holding, Inc.",fbcd,Mining,"Metal, Mining",METAL MINING,1000
0001527624,"Centor Energy, Inc.",cnto,Mining,"Metal, Mining",METAL MINING,1000
0001252509,MI DEVELOPMENTS INC,grt-u,"Finance, Insurance, And Real Estate",Real Estate,REAL ESTATE,6500
0001478535,ABBY INC.,abby,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001519380,"Viewtran Group, Inc.",view,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",ELECTRONIC COMPONENTS & ACCESSORIES,3670
0001020448,IMPERIAL PETROLEUM RECOVERY CORP,irecq,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,OIL & GAS FIELD MACHINERY & EQUIPMENT,3533
0001400431,PATHEON INC,pti,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001126140,GIVEN IMAGING LTD,givn,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0000933425,ACCREDITED BUSINESS CONSOLIDATORS CORP.,acdu,Retail Trade,Eating And Drinking Places,RETAIL-EATING PLACES,5812
0001392875,Amogear Inc.,amog,Mining,"Metal, Mining",METAL MINING,1000
0001096759,Sanwire Corp,snwr,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","COMMUNICATIONS EQUIPMENT, NEC",3669
0001064060,RETALIX LTD,rtlx,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001529433,"nycaMedia, Inc.",nyca,Manufacturing,"Printing, Publishing, And Allied Industries",SERVICE INDUSTRIES FOR THE PRINTING TRADE,2790
0001126533,"Andover Holdings, Inc./FL",adeh,Manufacturing,Transportation Equipment,MOTOR VEHICLES & PASSENGER CAR BODIES,3711
0001540145,"Xstelos Holdings, Inc.",xtls,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001445831,JUDO Capital Corp.,judo,Services,Amusement And Recreation Services,SERVICES-MEMBERSHIP SPORTS & RECREATION CLUBS,7997
0001119744,VIRYANET LTD,vryaf,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001510326,Digital Cinema Destinations Corp.,dcin,Services,Motion Pictures,SERVICES-MOTION PICTURE THEATERS,7830
0001024519,CNH GLOBAL N V,cnh,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,CONSTRUCTION MACHINERY & EQUIP,3531
0001378948,TRILLIANT EXPLORATION CORP,ttxp,Mining,"Metal, Mining",METAL MINING,1000
0001497814,"ContinuityX Solutions, Inc.",cusxq,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT CONSULTING SERVICES,8742
0001056904,"RADIATION THERAPY SERVICES, INC.",rtsx,Services,Health Services,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,8011
0001328910,TRONOX INC,troxw,Manufacturing,Chemicals And Allied Products,INDUSTRIAL INORGANIC CHEMICALS,2810
0000018886,WOLVERINE HOLDING CORP.,wlvh,Mining,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1400
0001454725,"Volt Solar Systems, Inc.",volt,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",ELECTRIC & OTHER SERVICES COMBINED,4931
0001517248,ORGANIC PLANT HEALTH INC.,ophi,Manufacturing,Chemicals And Allied Products,AGRICULTURAL CHEMICALS,2870
0001415952,Willow Creek Enterprises Inc.,shle,Mining,"Metal, Mining",METAL MINING,1000
0001477156,China Hydroelectric Corp,chc,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",ELECTRIC SERVICES,4911
0001442634,"Organic Alliance, Inc.",orgc,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001531649,"NSJ-US. Co., Ltd.",nsju,Services,Business Services,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES",7381
0001132704,BALATON POWER INC,bpwrf,Mining,"Metal, Mining",METAL MINING,1000
0000849997,FEC Resources Inc.,fecof,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001363614,China TopReach Inc.,cgsxf,Manufacturing,"Printing, Publishing, And Allied Industries",NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,2711
0001537689,"Comp Services, Inc.",cmps,Retail Trade,"Home Furniture, Furnishings, And Equipment Stores",RETAIL-COMPUTER & COMPUTER SOFTWARE STORES,5734
0001439264,Bonanza Goldfield Corp.,bonz,Mining,"Metal, Mining",METAL MINING,1000
0001528410,James River Holding Corp.,jriv,"Finance, Insurance, And Real Estate",Real Estate,REAL ESTATE,6500
0001540771,PINGIFY INTERNATIONAL INC.,pgfy,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001537834,RICHFIELD OIL & GAS Co,roil,Mining,Oil And Gas Extraction,DRILLING OIL & GAS WELLS,1381
0001510518,Genufood Energy Enzymes Corp.,gfoo,Manufacturing,Chemicals And Allied Products,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833
0001057695,"NETWORK 1 FINANCIAL GROUP, INC.",ntfl,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211
0001311627,PEER REVIEW MEDIATION & ARBITRATION INC,prvw,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0000837490,MERA PHARMACEUTICALS INC,mrpi,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,8731
0001530874,"Sanborn Resources, Ltd.",byst,Retail Trade,Miscellaneous Retail,"RETAIL-RETAIL STORES, NEC",5990
0001527547,New Source Energy Corp,nse,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001550536,"PRIVILEGED WORLD TRAVEL CLUB, INC.",nnsv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001000459,GREEN ENERGY GROUP INC.,ecec,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001021620,ORCKIT COMMUNICATIONS LTD,wts,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",TELEPHONE & TELEGRAPH APPARATUS,3661
0001537293,"AV Therapeutics, Inc.",avth,Manufacturing,Food And Kindred Products,GRAIN MILL PRODUCTS,2040
0001497764,"AWARENESS FOR TEENS, INC.",aftn,Services,Educational Services,SERVICES-EDUCATIONAL SERVICES,8200
0000752902,LUCID INC,lcdxw,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0001088158,LINUX GOLD CORP,lnxgf,Mining,"Metal, Mining",GOLD AND SILVER ORES,1040
0001476278,"MOON RIVER STUDIOS, INC.",mdnt,Services,Motion Pictures,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,7812
0000761034,"EC Development, Inc.",ecdi,Services,Business Services,SERVICES-COMPUTER RENTAL & LEASING,7377
0001518205,Infinity Cross Border Acquisition Corp,glri,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001449801,China Gerui Advanced Materials Group Ltd,chop,Manufacturing,Primary Metal Industries,"STEEL WORKS, BLAST FURNACES & ROLLING & FINISHING MILLS",3310
0001548261,NORSTRA ENERGY INC,norx,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001485922,Prime Acquisition Corp.,paqwf,"Finance, Insurance, And Real Estate",Real Estate,REAL ESTATE,6500
0001470022,RESOLUTE ONCOLOGY INC,reon,Mining,"Metal, Mining",METAL MINING,1000
0001411846,"HERE ENTERPRISES, INC.",hrte,Manufacturing,"Printing, Publishing, And Allied Industries",MISCELLANEOUS PUBLISHING,2741
0001081823,CHINA HELI RESOURCE RENEWABLE INC,crrwf,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0000828940,"SANTEON GROUP, INC.",sant,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0001275712,"GSE Holding, Inc.",gsehq,Manufacturing,Rubber And Miscellaneous Plastics Products,UNSUPPORTED PLASTICS FILM & SHEET,3081
0001503538,IPOWorld,ipow,Services,Business Services,SERVICES-TO DWELLINGS & OTHER BUILDINGS,7340
0000703339,"Capital Group Holdings, Inc.",cghc,Services,Health Services,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,8011
0001429360,Wowjoint Holdings Ltd,bwowf,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,CONSTRUCTION MACHINERY & EQUIP,3531
0001356462,Yucheng Technologies LTD,ytec,Services,Business Services,SERVICES-COMPUTER PROGRAMMING SERVICES,7371
0001145703,OXFORD INVESTMENTS HOLDINGS INC,oxihf,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001239672,ENTOURAGE MINING LTD,enmgf,Mining,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1400
0001516580,XUNNA INFORMATION TECHNOLOGY INC.,xuna,Services,Business Services,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373
0001451520,"Idle Media, Inc.",idlm,Retail Trade,Miscellaneous Retail,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,5940
0001104502,ACRONGENOMICS INC,agnm,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0000042284,WHITEMARK HOMES INC,wtmk,Construction,Building Construction General Contractors And Operative Builders,OPERATIVE BUILDERS,1531
0001539447,LUCY'S WATER WORLD INC,lwwa,Services,Educational Services,SERVICES-EDUCATIONAL SERVICES,8200
0001543098,"CODESMART HOLDINGS, INC.",iten,Services,Educational Services,SERVICES-EDUCATIONAL SERVICES,8200
0001271057,"CHINA-BIOTICS, INC",chbt,Mining,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1400
0001547705,Bluefire Equipment Corp,blfr,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,OIL & GAS FIELD MACHINERY & EQUIPMENT,3533
0001092791,Orpheum Property Inc,plff,Wholesale Trade,Wholesale Trade-non-durable Goods,WHOLESALE-GROCERIES & RELATED PRODUCTS,5140
0001370292,VERIFY SMART CORP.,vsmr,Mining,"Metal, Mining",METAL MINING,1000
0001535194,XR Energy Inc.,xreg,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001547282,"Burger King Worldwide, Inc.",bkw,Retail Trade,Eating And Drinking Places,RETAIL-EATING PLACES,5812
0001540160,Cynk Technology Corp.,cynk,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0001415432,AMERICAN SIERRA GOLD CORP.,amnp,Retail Trade,Miscellaneous Retail,RETAIL-NONSTORE RETAILERS,5960
0001485541,Blackrock Oil Corp,ontrf,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT CONSULTING SERVICES,8742
0001544116,"Durata Therapeutics, Inc.",drtx,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001381324,URBAN AG. CORP,aqum,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",HAZARDOUS WASTE MANAGEMENT,4955
0001105284,Global Immune Technologies Inc.,gimu,Mining,"Metal, Mining",METAL MINING,1000
0001542918,"NEUROMAMA, LTD.",nero,Wholesale Trade,Wholesale Trade-durable Goods,WHOLESALE-MISC DURABLE GOODS,5090
0001083410,CIGMA METALS CORP,cgmx,Mining,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1400
0000101821,CANAL CAPITAL CORP,cowp,"Finance, Insurance, And Real Estate",Real Estate,OPERATORS OF NONRESIDENTIAL BUILDINGS,6512
0001551510,"Revel AC, Inc.",reveq,Services,"Hotels, Rooming Houses, Camps, And Other Lodging Places",HOTELS & MOTELS,7011
0001519817,Hyde Park Acquisition Corp. II,hpac,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001098875,Bay Acquisition Corp.,slgi,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001418065,"EQM Technologies & Energy, Inc.",eqte,Manufacturing,Chemicals And Allied Products,INDUSTRIAL ORGANIC CHEMICALS,2860
0001528234,ABC Records Management & Data Storage Inc.,abcr,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing,PUBLIC WAREHOUSING & STORAGE,4220
0001530185,ATVROCKN,atvk,Manufacturing,Transportation Equipment,MOTOR VEHICLE PARTS & ACCESSORIES,3714
0001527424,SEVILLE VENTURES CORP,svle,Services,Personal Services,SERVICES-PERSONAL SERVICES,7200
0001555458,Franklin Credit Management Corp,fcrm,"Finance, Insurance, And Real Estate",Non-depository Credit Institutions,MISCELLANEOUS BUSINESS CREDIT INSTITUTION,6159
0001444275,"LOT78, INC.",lote,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,2300
0001441247,EARTH DRAGON RESOURCES INC.,earh,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001371474,"Scout Exploration, Inc",scxn,Mining,"Metal, Mining",METAL MINING,1000
0001349365,"WiFi Wireless, Inc.",wfwl,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,"COMMUNICATIONS SERVICES, NEC",4899
0001285236,NITRO PETROLEUM INC.,ntro,Mining,"Metal, Mining",METAL MINING,1000
0001532700,BGS Acquisition Corp.,bgsc,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001556753,"3D PIONEER SYSTEMS, INC.",dpsm,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001551286,"TGR Financial, Inc.",tgrf,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
0001542261,KOLASCO CORP,klsc,Services,Business Services,SERVICES-MISCELLANEOUS BUSINESS SERVICES,7380
0001104904,XINHUA CHINA LTD,xhua,Wholesale Trade,Wholesale Trade-non-durable Goods,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS,5190
0001548106,"Kinbasha Gaming International, Inc.",knba,Services,Amusement And Recreation Services,SERVICES-AMUSEMENT & RECREATION SERVICES,7900
0001350073,"Iconic Brands, Inc.",icnb,"Agriculture, Forestry and Fishing",Agricultural Services,AGRICULTURAL SERVICES,700
0001174290,"2-Track Global, Inc.",totg,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks","SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",3812
0001554906,Crown Baus Capital Corp.,cbca,Services,Personal Services,SERVICES-PERSONAL SERVICES,7200
0001409477,"BEAUTY BRANDS GROUP, INC.",bbgr,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001531764,Winchester Holding Group,wchs,"Finance, Insurance, And Real Estate",Real Estate,LAND SUBDIVIDERS & DEVELOPERS (NO CEMETERIES),6552
0001545236,American Heritage International Inc.,ahii,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",SANITARY SERVICES,4950
0001424988,"SpectrumDNA, Inc.",spxa,Services,Business Services,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370
0001548953,Modern PVC Inc,mpvc,Construction,Construction Special Trade Contractors,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,1700
0000880177,PEREGRINE SEMICONDUCTOR CORP,psmi,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",SEMICONDUCTORS & RELATED DEVICES,3674
0001471968,EnzymeBioSystems,enzb,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001548281,Collabrium Japan Acquisition Corp,jacwf,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001277406,"SPIRIT REALTY CAPITAL, INC.",src,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001375271,"Eloqua, Inc.",eloq,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001554054,AMPERICO LTD,ampo,Services,Business Services,SERVICES-MISCELLANEOUS BUSINESS SERVICES,7380
0000808377,CRI HOTEL INCOME PARTNERS L P,xxmff,Services,"Hotels, Rooming Houses, Camps, And Other Lodging Places",HOTELS & MOTELS,7011
0001556377,Life Stem Genetics Inc.,lifs,Retail Trade,Eating And Drinking Places,RETAIL-EATING PLACES,5812
0001540237,"Ultimate Rack, Inc.",utmr,Manufacturing,Miscellaneous Manufacturing Industries,"SPORTING & ATHLETIC GOODS, NEC",3949
0001555560,AZURE HOLDING GROUP CORP.,azrh,Retail Trade,Automotive Dealers And Gasoline Service Stations,RETAIL-AUTO DEALERS & GASOLINE STATIONS,5500
0001125053,"InterAmerican Gaming, Inc.",iagm,Services,Amusement And Recreation Services,"SERVICES-RACING, INCLUDING TRACK OPERATION",7948
0001484055,HELPEO INC.,hlpn,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0000722833,CAPITAL REALTY INVESTORS III LTD PARTNERSHIP,xxggd,"Finance, Insurance, And Real Estate",Real Estate,REAL ESTATE,6500
0001564610,"Lido International, Corp.",hbpe,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT CONSULTING SERVICES,8742
0001561694,Sibanye Gold Ltd,sbgl,Mining,"Metal, Mining",GOLD AND SILVER ORES,1040
0001553620,Tarheel Billboard Inc,thee,Services,Business Services,SERVICES-ADVERTISING,7310
0001338624,SuperDirectories Inc.,sdir,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001554594,A.C. Simmonds & Sons,acsx,Wholesale Trade,Wholesale Trade-non-durable Goods,WHOLESALE-GROCERIES & RELATED PRODUCTS,5140
0001398235,"ID Perfumes, Inc.",idpe,Manufacturing,Chemicals And Allied Products,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",2844
0001560449,"U-Mind Space, Inc.",orfn,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT CONSULTING SERVICES,8742
0001561686,"STARSTREAM ENTERTAINMENT, INC.",sset,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001168197,LIPOSCIENCE INC,lpdx,Manufacturing,Chemicals And Allied Products,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,2835
0001547063,TAMINCO Corp,tam,Manufacturing,Chemicals And Allied Products,INDUSTRIAL ORGANIC CHEMICALS,2860
0001435936,"Xun Energy, Inc.",xnrg,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0000941138,UNS Energy Corp,uns,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",ELECTRIC SERVICES,4911
0001546383,KBS Fashion Group Ltd,kbsf,Wholesale Trade,Wholesale Trade-non-durable Goods,"WHOLESALE-APPAREL, PIECE GOODS & NOTIONS",5130
0000823544,"ALL GRADE MINING, INC.",hyii,Services,Business Services,SERVICES-HELP SUPPLY SERVICES,7363
0001503658,SeD Intelligent Home Inc.,hmus,"Finance, Insurance, And Real Estate",Real Estate,REAL ESTATE,6500
0001561504,"IBEX ADVANCED MORTGAGE TECHNOLOGY, INC.",ibxm,Manufacturing,Chemicals And Allied Products,"SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS",2842
0001520321,Skajaquoda Group inc.,skaj,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services",INVESTMENT ADVICE,6282
0001343011,Laureate Resources & Steel Industries Inc.,lrrs,Mining,"Metal, Mining",METAL MINING,1000
0001411058,Asia Atlantic Resources,aars,Mining,"Metal, Mining",METAL MINING,1000
0001519450,Discount Coupons Corp,epgc,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0001051829,MERRILL LYNCH PREFERRED CAPITAL TRUST III,merprdcl,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,"INVESTORS, NEC",6799
0001052636,MERRILL LYNCH PREFERRED CAPITAL TRUST V,merprfcl,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,"INVESTORS, NEC",6799
0001051830,MERRILL LYNCH PREFERRED CAPITAL TRUST IV,merprecl,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,"INVESTORS, NEC",6799
0001570132,"ANVI GLOBAL HOLDINGS, INC.",vtrq,Retail Trade,Food Stores,RETAIL-FOOD STORES,5400
0001551030,ETF Series Trust,qyld,,,,
0001571088,MergeWorthRx Corp.,mwrx,Services,Health Services,SERVICES-HOME HEALTH CARE SERVICES,8082
0001562594,"Liquid Holdings Group, Inc.",liqd,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001131543,AMBIT BIOSCIENCES CORP,ambi,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001575571,LIN Media LLC,lin,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,TELEVISION BROADCASTING STATIONS,4833
0001437750,Trex Acquisition Corp.,trxa,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001166789,LIN TV CORP.,tvl,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,TELEVISION BROADCASTING STATIONS,4833
0001578086,NewPage Holdings Inc.,npgw,Manufacturing,Paper And Allied Products,PAPER MILLS,2621
0001082176,"KLEANGAS ENERGY TECHNOLOGIES, INC.",kget,Manufacturing,Transportation Equipment,MOTOR VEHICLE PARTS & ACCESSORIES,3714
0001186519,MEDISTEM INC.,meds,Manufacturing,Chemicals And Allied Products,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836
0001552719,"Embarr Downs, Inc.",embr,Services,Amusement And Recreation Services,"SERVICES-RACING, INCLUDING TRACK OPERATION",7948
0000732935,Here To Serve Holding Corp,htsc,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001416569,"China Cablecom Holdings, Ltd.",cablf,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,CABLE & OTHER PAY TELEVISION SERVICES,4841
0001339256,"Hot Mamas Foods, Inc.",hotf,Manufacturing,Food And Kindred Products,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,2090
0000802510,CASTLE HOLDING CORP,chod,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,3590
0001053368,Mindpix Corp,mpix,Services,Office of Trade & Services,"SERVICES-SERVICES, NEC",8900
0001375514,MONTAGE TECHNOLOGY GROUP LTD,mont,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",SEMICONDUCTORS & RELATED DEVICES,3674
0001070045,"China Integrated Energy, Inc.",cbeh,Manufacturing,Petroleum Refining And Related Industries,PETROLEUM REFINING,2911
0001587637,Universal Movers Corp,unmv,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing,TRUCKING & COURIER SERVICES (NO AIR),4210
0001581889,Quartet Merger Corp.,panl,"Transportation, Communications, Electric, Gas, And Sanitary Services",Water Transportation,WATER TRANSPORTATION,4400
0001003226,"First Physicians Capital Group, Inc.",fpcg,Services,Health Services,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",8062
0001573590,FIRST XERIS CORP.,fxer,"Agriculture, Forestry and Fishing",Agricultural Services,AGRICULTURAL SERVICES,700
